Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.48659E-4,35.251128342,0.544828876,0.203707171,0.299120235,0
1.4971E-4,35.504728338,0.547354957,0.202115709,0.304985337,0
1.5044E-4,35.759836068,0.549098896,0.200524246,0.312316716,0
1.51074E-4,36.00100095,0.550610477,0.1990264,0.313782991,0
1.52056E-4,36.258705821,0.552941787,0.197434937,0.316715543,0
1.52918E-4,36.502808311,0.55497681,0.19593709,0.32111437,0
1.5355E-4,36.763280199,0.556463681,0.194345628,0.322580645,0
1.54317E-4,37.009657643,0.558261055,0.192847781,0.322580645,0
1.55354E-4,37.25721437,0.5606805,0.191349934,0.325513196,0
1.56657E-4,37.506896541,0.563700908,0.189852088,0.328445748,0
1.57679E-4,37.758451292,0.566054007,0.188354241,0.328445748,0
1.58879E-4,38.011801472,0.568803253,0.186856394,0.331378299,0
1.59921E-4,38.250887861,0.571174637,0.185452163,0.335777126,0
1.60524E-4,38.507155472,0.572543062,0.183954316,0.338709677,0
1.61369E-4,38.764779677,0.574450263,0.182456469,0.338709677,0
1.6205E-4,39.007451791,0.575981058,0.181052237,0.338709677,0
1.62802E-4,39.251102772,0.577667721,0.179648006,0.341642229,0
1.64143E-4,39.512708189,0.580653803,0.178150159,0.341642229,0
1.64941E-4,39.759554914,0.582422379,0.176745928,0.341642229,0
1.66324E-4,40.007804051,0.58546848,0.175341696,0.341642229,0
1.67223E-4,40.258192797,0.587437118,0.173937465,0.343108504,0
1.68505E-4,40.510387604,0.590228264,0.172533233,0.34457478,0
1.69273E-4,40.763800125,0.591891489,0.171129002,0.347507331,0
1.70342E-4,41.001651651,0.594194706,0.169818386,0.348973607,0
1.71604E-4,41.258291155,0.596897664,0.168414155,0.353372434,0
1.73504E-4,41.517139258,0.600931649,0.167009923,0.356304985,0
1.7456E-4,41.760667729,0.603156404,0.165699307,0.359237537,0
1.75455E-4,42.005627221,0.605032104,0.164388691,0.362170088,0
1.76473E-4,42.252112878,0.607155233,0.163078075,0.368035191,0
1.77634E-4,42.500118288,0.609563694,0.161767459,0.369501466,0
1.78269E-4,42.76711325,0.610874079,0.160363228,0.373900293,0
1.79538E-4,43.017898849,0.613479629,0.159052612,0.37829912,0
1.80174E-4,43.251813429,0.614779434,0.157835611,0.379765396,0
1.81396E-4,43.50470293,0.617262984,0.156524995,0.385630499,0
1.82529E-4,43.759567546,0.61955278,0.155214379,0.38856305,0
1.83852E-4,44.01643466,0.622206809,0.153903763,0.38856305,0
1.85415E-4,44.256539249,0.625320625,0.152686763,0.391495601,0
1.86324E-4,44.516587981,0.627120295,0.151376147,0.392961877,0
1.87907E-4,44.759594782,0.630232953,0.150159146,0.394428152,0
1.88644E-4,45.004407117,0.631672931,0.148942146,0.394428152,0
1.89384E-4,45.250078149,0.633113302,0.147725145,0.398826979,0
1.90258E-4,45.516012236,0.634807149,0.146414529,0.403225806,0
1.90974E-4,45.763823803,0.636189015,0.145197529,0.406158358,0
1.92088E-4,46.012664183,0.638327309,0.143980528,0.410557185,0
1.93474E-4,46.26355397,0.64097204,0.142763527,0.413489736,0
1.94117E-4,46.515423599,0.642191613,0.141546527,0.413489736,0
1.94937E-4,46.768371962,0.643742194,0.140329526,0.416422287,0
1.95534E-4,47.002629297,0.64486719,0.139206141,0.419354839,0
1.9624E-4,47.257317127,0.646192021,0.137989141,0.420821114,0
1.96817E-4,47.51279658,0.647269874,0.13677214,0.42228739,0
1.97628E-4,47.7692322,0.64878254,0.135555139,0.431085044,0
1.98135E-4,48.006713079,0.649723821,0.134431754,0.435483871,0
1.99223E-4,48.265144945,0.651735976,0.133214754,0.436950147,0
2.0014E-4,48.504820014,0.653422826,0.132091369,0.439882698,0
2.01078E-4,48.765574459,0.65513976,0.130874368,0.442815249,0
2.0195E-4,49.007536792,0.656727553,0.129750983,0.445747801,0
2.02903E-4,49.250469697,0.658456196,0.128627598,0.447214076,0
2.04331E-4,49.515224455,0.661028059,0.127410597,0.448680352,0
2.05004E-4,49.760883796,0.662234448,0.126287212,0.451612903,0
2.06091E-4,50.007643316,0.664171824,0.125163827,0.45601173,0
2.07468E-4,50.255690047,0.666610572,0.124040442,0.457478006,0
2.0857E-4,50.505457823,0.668550505,0.122917057,0.460410557,0
2.09562E-4,50.756486024,0.670287574,0.121793672,0.461876833,0
2.11658E-4,51.009135342,0.673925072,0.120670286,0.463343109,0
2.12571E-4,51.263705093,0.675497855,0.119546901,0.464809384,0
2.13328E-4,51.519242893,0.676795475,0.118423516,0.467741935,0
2.14713E-4,51.754746888,0.679157194,0.117393746,0.472140762,0
2.15733E-4,52.012930316,0.680886214,0.116270361,0.476539589,0
2.17014E-4,52.25099826,0.683042534,0.115240592,0.479472141,0
2.17789E-4,52.512009544,0.684341133,0.114117207,0.483870968,0
2.19177E-4,52.752500345,0.68665174,0.113087437,0.483870968,0
2.20819E-4,53.016725111,0.689364696,0.111964052,0.483870968,0
2.22051E-4,53.260420197,0.691382909,0.110934282,0.485337243,0
2.23503E-4,53.505693373,0.693747065,0.109904512,0.48973607,0
2.24812E-4,53.752455922,0.69586155,0.108874743,0.495601173,0
2.26355E-4,54.000603758,0.698336647,0.107844973,0.501466276,0
2.2756E-4,54.250203642,0.700255136,0.106815203,0.505865103,0
2.28945E-4,54.501136196,0.702445883,0.105785433,0.511730205,0
2.29557E-4,54.753287703,0.703408055,0.104755664,0.514662757,0
2.30778E-4,55.006715481,0.70531859,0.103725894,0.514662757,0
2.32611E-4,55.261629584,0.708164844,0.102696124,0.519061584,0
2.33414E-4,55.518002135,0.709402731,0.101666355,0.520527859,0
2.3445E-4,55.752163139,0.710992696,0.1007302,0.521994135,0
2.35825E-4,56.010768075,0.713088501,0.099700431,0.523460411,0
2.37623E-4,56.271123185,0.7158078,0.098670661,0.524926686,0
2.38521E-4,56.509436023,0.717155322,0.097734507,0.527859238,0
2.39183E-4,56.772186668,0.718145478,0.096704737,0.530791789,0
2.40143E-4,57.011998608,0.719574426,0.095768583,0.53372434,0
2.42967E-4,57.253705341,0.723735604,0.094832428,0.535190616,0
2.4442E-4,57.521924798,0.725852162,0.093802659,0.538123167,0
2.45747E-4,57.767097956,0.727771649,0.092866504,0.541055718,0
2.46388E-4,58.0131693,0.728694478,0.09193035,0.546920821,0
2.47297E-4,58.260065406,0.729997705,0.090994196,0.548387097,0
2.48141E-4,58.507885675,0.731201158,0.090058042,0.549853372,0
2.49519E-4,58.756801355,0.733154952,0.089121887,0.549853372,0
2.52008E-4,59.007483173,0.736648618,0.088185733,0.551319648,0
2.53156E-4,59.260118463,0.738244176,0.087249579,0.551319648,0
2.55485E-4,59.51476044,0.741452168,0.086313424,0.555718475,0
2.56876E-4,59.771025227,0.743349305,0.08537727,0.558651026,0
2.58707E-4,60.003352217,0.745824761,0.084534731,0.561583578,0
2.59429E-4,60.262482953,0.746794517,0.083598577,0.564516129,0
2.60842E-4,60.522693458,0.748682274,0.082662423,0.56744868,0
2.6176E-4,60.757857779,0.749900465,0.081819884,0.56744868,0
2.64623E-4,61.021275963,0.753662826,0.08088373,0.56744868,0
2.66428E-4,61.260481148,0.756006199,0.080041191,0.568914956,0
2.67769E-4,61.500762771,0.757732448,0.079198652,0.571847507,0
2.69433E-4,61.769390909,0.759857246,0.078262498,0.57771261,0
2.70952E-4,62.012579554,0.761781191,0.077419959,0.583577713,0
2.7167E-4,62.256810617,0.762684447,0.07657742,0.583577713,0
2.72423E-4,62.501727042,0.763629551,0.075734881,0.58797654,0
2.74857E-4,62.775492512,0.76665587,0.074798727,0.589442815,0
2.76261E-4,63.023705251,0.768383531,0.073956188,0.590909091,0
2.77445E-4,63.27295726,0.769830909,0.073113649,0.590909091,0
2.7919E-4,63.523721417,0.771947717,0.07227111,0.592375367,0
2.80356E-4,63.775635259,0.773351498,0.071428571,0.595307918,0
2.8139E-4,64.000336705,0.774589277,0.070679648,0.598240469,0
2.82528E-4,64.254041396,0.775942299,0.069837109,0.599706745,0
2.84769E-4,64.509511648,0.778585661,0.06899457,0.605571848,0
2.87013E-4,64.766797143,0.78120076,0.068152031,0.607038123,0
2.88324E-4,65.02565309,0.782713694,0.067309493,0.614369501,0
2.89627E-4,65.256911982,0.784208165,0.066560569,0.617302053,0
2.91043E-4,65.51817004,0.785819635,0.06571803,0.617302053,0
2.91798E-4,65.751336359,0.78667431,0.064969107,0.618768328,0
2.93901E-4,66.014987026,0.789036309,0.064126568,0.623167155,0
2.95085E-4,66.250426173,0.790354326,0.063377645,0.624633431,0
2.9796E-4,66.517739976,0.793522084,0.062535106,0.627565982,0
2.99103E-4,66.756552336,0.794767243,0.061786182,0.630498534,0
3.01069E-4,67.026977059,0.796892525,0.060943644,0.634897361,0
3.04662E-4,67.26961919,0.800719363,0.06019472,0.639296188,0
3.06383E-4,67.514209439,0.80252787,0.059445797,0.639296188,0
3.07921E-4,67.759957056,0.804128678,0.058696873,0.639296188,0
3.08755E-4,68.006547989,0.804992164,0.05794795,0.639296188,0
3.10257E-4,68.254241607,0.806536409,0.057199026,0.639296188,0
3.15105E-4,68.504841886,0.811439365,0.056450103,0.643695015,0
3.16766E-4,68.757614012,0.813090354,0.05570118,0.646627566,0
3.19447E-4,69.012460007,0.815724912,0.054952256,0.646627566,0
3.2322E-4,69.270009173,0.819368908,0.054203333,0.651026393,0
3.2701E-4,69.529696388,0.822957445,0.053454409,0.651026393,0
3.30859E-4,69.760138574,0.826529271,0.052799101,0.651026393,0
3.33402E-4,70.025646851,0.828848907,0.052050178,0.652492669,0
3.36651E-4,70.260479297,0.831768056,0.05139487,0.65542522,0
3.39673E-4,70.530882294,0.834437897,0.050645946,0.656891496,0
3.43135E-4,70.770387556,0.837445462,0.049990638,0.659824047,0
3.45213E-4,71.011065515,0.8392239,0.04933533,0.664222874,0
3.4846E-4,71.254085119,0.841963883,0.048680022,0.664222874,0
3.51337E-4,71.534391707,0.8443532,0.047931099,0.668621701,0
3.53398E-4,71.781238288,0.846042446,0.047275791,0.671554252,0
3.56413E-4,72.029733177,0.848480749,0.046620483,0.675953079,0
3.59309E-4,72.280576938,0.850785819,0.045965175,0.677419355,0
3.60719E-4,72.532593616,0.851895657,0.045309867,0.680351906,0
3.65342E-4,72.750884372,0.855476805,0.044748174,0.683284457,0
3.67618E-4,73.007394652,0.857207994,0.044092867,0.68914956,0
3.70723E-4,73.265945124,0.859536307,0.043437559,0.690615836,0
3.7507E-4,73.526781766,0.862731947,0.042782251,0.695014663,0
3.78823E-4,73.753020009,0.865432749,0.042220558,0.696480938,0
3.82187E-4,74.019612177,0.867808634,0.04156525,0.697947214,0
3.85876E-4,74.288184014,0.870365381,0.040909942,0.69941349,0
3.87366E-4,74.52024678,0.871383738,0.040348249,0.702346041,0
3.89946E-4,74.753428361,0.873128783,0.039786557,0.703812317,0
3.90979E-4,75.026820484,0.873820622,0.039131249,0.708211144,0
3.92295E-4,75.261855074,0.874697015,0.038569556,0.708211144,0
3.94486E-4,75.537444182,0.876141844,0.037914248,0.715542522,0
3.97159E-4,75.775125943,0.877882666,0.037352556,0.717008798,0
3.98837E-4,76.014283423,0.878962905,0.036790863,0.719941349,0
4.00782E-4,76.254275089,0.880202467,0.036229171,0.7228739,0
4.04582E-4,76.536437939,0.882588619,0.035573863,0.725806452,0
4.07691E-4,76.780097805,0.884505949,0.03501217,0.728739003,0
4.14442E-4,77.026818705,0.888560737,0.034450477,0.730205279,0
4.18893E-4,77.276498203,0.891156271,0.033888785,0.73313783,0
4.22551E-4,77.52894288,0.893244352,0.033327092,0.737536657,0
4.24836E-4,77.783329191,0.894527685,0.0327654,0.740469208,0
4.27202E-4,78.038865448,0.895840767,0.032203707,0.744868035,0
4.3046E-4,78.253700441,0.89762208,0.03173563,0.749266862,0
4.33746E-4,78.513204526,0.899387761,0.031173937,0.750733138,0
4.35718E-4,78.773938984,0.900432983,0.030612245,0.753665689,0
4.40643E-4,79.036971311,0.902995634,0.030050552,0.758064516,0
4.43906E-4,79.258074453,0.904656882,0.029582475,0.759530792,0
4.47109E-4,79.525499759,0.906260369,0.029020783,0.76686217,0
4.49119E-4,79.79460457,0.907252627,0.02845909,0.772727273,0
4.50955E-4,80.019572736,0.908149854,0.027991013,0.774193548,0
4.54463E-4,80.291629784,0.909840194,0.02742932,0.778592375,0
4.56947E-4,80.51957278,0.911017919,0.026961243,0.781524927,0
4.60528E-4,80.795107248,0.912689431,0.026399551,0.781524927,0
4.6343E-4,81.026333541,0.914020536,0.025931474,0.784457478,0
4.65961E-4,81.258758166,0.915164828,0.025463396,0.788856305,0
4.74674E-4,81.541209695,0.91898966,0.024901704,0.791788856,0
4.76588E-4,81.779077161,0.919806446,0.024433627,0.796187683,0
4.79589E-4,82.018531656,0.921070493,0.02396555,0.80058651,0
4.82587E-4,82.259016764,0.922313491,0.023497472,0.803519062,0
4.8515E-4,82.501180511,0.923360444,0.023029395,0.807917889,0
4.8696E-4,82.79291631,0.924091572,0.022467703,0.81085044,0
4.91696E-4,83.038124153,0.925971251,0.021999626,0.815249267,0
4.94236E-4,83.284793796,0.926960021,0.021531548,0.82111437,0
4.97179E-4,83.532753592,0.928089192,0.021063471,0.825513196,0
5.00289E-4,83.782298203,0.929263678,0.020595394,0.826979472,0
5.03979E-4,84.033414341,0.930632359,0.020127317,0.829912023,0
5.07774E-4,84.286268256,0.932012203,0.01965924,0.831378299,0
5.11113E-4,84.541217846,0.933203537,0.019191163,0.832844575,0
5.12801E-4,84.797290488,0.933797677,0.018723086,0.835777126,0
5.18373E-4,85.003672578,0.935722517,0.018348624,0.840175953,0
5.24028E-4,85.264424428,0.937618268,0.017880547,0.843108504,0
5.36186E-4,85.530605986,0.941507341,0.01741247,0.847507331,0
5.49934E-4,85.803040088,0.945613834,0.016944392,0.848973607,0
5.57224E-4,86.025016077,0.947673054,0.016569931,0.853372434,0
5.7126E-4,86.251298968,0.951420516,0.016195469,0.85483871,0
5.78975E-4,86.539675541,0.953365006,0.015727392,0.859237537,0
5.85434E-4,86.772878263,0.954932761,0.01535293,0.860703812,0
5.88513E-4,87.007705982,0.955661507,0.014978468,0.863636364,0
5.94894E-4,87.30425643,0.957134449,0.014510391,0.868035191,0
6.00487E-4,87.543683518,0.958385079,0.01413593,0.869501466,0
6.05631E-4,87.785298112,0.959503341,0.013761468,0.872434018,0
6.16655E-4,88.030725833,0.961799338,0.013387006,0.876832845,0
6.19494E-4,88.2783838,0.962369244,0.013012544,0.881231672,0
6.21605E-4,88.526691645,0.962787486,0.012638083,0.884164223,0
6.26553E-4,88.776246781,0.963749715,0.012263621,0.885630499,0
6.31384E-4,89.028102089,0.964665129,0.011889159,0.887096774,0
6.37164E-4,89.28214036,0.965729982,0.011514698,0.88856305,0
6.49673E-4,89.540675092,0.967926223,0.011140236,0.88856305,0
6.59953E-4,89.802919444,0.969625317,0.010765774,0.892961877,0
6.65949E-4,90.001976695,0.970574305,0.010484928,0.895894428,0
6.69211E-4,90.268837333,0.971078154,0.010110466,0.900293255,0
6.80284E-4,90.539642295,0.972725098,0.009736004,0.903225806,0
6.89415E-4,90.813643712,0.974012246,0.009361543,0.904692082,0
7.00603E-4,91.022557591,0.975506981,0.009080696,0.904692082,0
7.26173E-4,91.309978145,0.978608238,0.008706235,0.907624633,0
7.31584E-4,91.528793464,0.979212391,0.008425389,0.907624633,0
7.41449E-4,91.750354962,0.980270264,0.008144542,0.909090909,0
7.57182E-4,92.052404304,0.981847075,0.007770081,0.91202346,0
7.81593E-4,92.283621016,0.984048035,0.007489234,0.913489736,0
7.82948E-4,92.518305117,0.984162063,0.007208388,0.913489736,0
7.85151E-4,92.753570456,0.984345687,0.006927542,0.917888563,0
7.94E-4,93.069270427,0.985062203,0.00655308,0.92228739,0
7.96391E-4,93.307869301,0.985250069,0.006272234,0.92228739,0
8.15917E-4,93.551701693,0.986698819,0.005991387,0.925219941,0
8.27996E-4,93.79845056,0.987522823,0.005710541,0.929618768,0
8.3645E-4,94.048165243,0.988068978,0.005429695,0.931085044,0
8.51978E-4,94.302656751,0.989010651,0.005148849,0.935483871,0
8.81942E-4,94.564792473,0.990622786,0.004868002,0.936950147,0
8.86092E-4,94.83046453,0.990826557,0.004587156,0.941348974,0
8.88793E-4,95.007960808,0.99095683,0.004399925,0.944281525,0
9.00036E-4,95.276136173,0.991479433,0.004119079,0.947214076,0
9.04523E-4,95.547139569,0.991679465,0.003838233,0.950146628,0
9.16623E-4,95.820819163,0.992195808,0.003557386,0.953079179,0
9.21344E-4,96.00463849,0.992388434,0.003370155,0.95601173,0
9.36895E-4,96.283567162,0.992990047,0.003089309,0.958944282,0
9.55249E-4,96.56845082,0.993639168,0.002808463,0.961876833,0
9.5864E-4,96.759941669,0.993752369,0.002621232,0.964809384,0
