"Lon","Lat","origin"
36.01,-28.48,"no_sperm_whale_sighting"
60,-38.18,"no_encounter"
49.3,-35.93,"no_sperm_whale_sighting"
42.95,-29.45,"no_encounter"
70.5,-39,"no_sperm_whale_sighting"
63.71,-34.63,"no_encounter"
43.75,-15.66,"no_sperm_whale_sighting"
57.46,-20.26,"no_encounter"
34,-31.08,"no_sperm_whale_sighting"
62.76,-33.95,"no_sperm_whale_sighting"
76.5,-28.2,"no_sperm_whale_sighting"
73.16,-39.93,"no_sperm_whale_sighting"
36.47,-25.31,"no_sperm_whale_sighting"
35.8,-26.9,"no_encounter"
81.27,-36.58,"no_sperm_whale_sighting"
72.75,-33.21,"no_encounter"
66.08,-35.51,"no_encounter"
74,-35.16,"no_sperm_whale_sighting"
45,-9.31,"no_encounter"
65.33,-33.66,"no_sperm_whale_sighting"
68.3,-39.33,"no_sperm_whale_sighting"
43.36,-23.86,"no_sperm_whale_sighting"
48.83,-28.2,"no_encounter"
57.46,-20.26,"no_encounter"
38.9,-39.4,"no_encounter"
34.51,-27.26,"no_sperm_whale_sighting"
57.13,-20.6,"no_encounter"
75.24,-34.18,"no_encounter"
77.9,-38.04,"no_sperm_whale_sighting"
39,-39.4,"no_sperm_whale_sighting"
58.38,-35.06,"no_encounter"
45.19,-9.11,"no_sperm_whale_sighting"
56,-37.5,"no_encounter"
72.5,-37,"no_sperm_whale_sighting"
48.81,-23.38,"no_sperm_whale_sighting"
44.2,-12,"no_encounter"
40.25,-37.2,"no_sperm_whale_sighting"
41.46,-24.1,"no_encounter"
70.43,-33.46,"no_sperm_whale_sighting"
77.71,-37.76,"no_encounter"
44.58,-14.96,"no_encounter"
82.21,-38.3,"no_encounter"
36.5,-28.21,"no_sperm_whale_sighting"
60.2,-36.5,"no_sperm_whale_sighting"
80.66,-33.46,"no_sperm_whale_sighting"
81,-25.46,"no_sperm_whale_sighting"
36.56,-40.18,"no_sperm_whale_sighting"
71.5,-36.3,"no_encounter"
35.73,-30.36,"no_encounter"
55.26,16.5,"no_encounter"
33.05,-37.16,"no_encounter"
50.71,-23.95,"no_sperm_whale_sighting"
39.86,-28.11,"no_sperm_whale_sighting"
40.15,-6.68,"no_sperm_whale_sighting"
36.58,-26.75,"no_sperm_whale_sighting"
56.01,-36.51,"no_sperm_whale_sighting"
58.68,-29.03,"no_encounter"
71.25,-34.31,"no_sperm_whale_sighting"
48.43,-24.3,"no_sperm_whale_sighting"
40.98,-26.53,"no_sperm_whale_sighting"
43.26,-38.4,"no_encounter"
36.08,-27.8,"no_sperm_whale_sighting"
40,-27.5,"no_encounter"
63.08,-37.95,"no_encounter"
32.5,-36.98,"no_encounter"
60.04,-34.47,"no_sperm_whale_sighting"
72,-35.95,"no_encounter"
34.15,-35.61,"no_sperm_whale_sighting"
75.5,-19.35,"no_sperm_whale_sighting"
55.66,-4.11,"no_encounter"
43.83,-12.33,"no_sperm_whale_sighting"
41.03,-39.38,"no_sperm_whale_sighting"
56.48,7.43,"no_encounter"
50.06,-28.53,"no_sperm_whale_sighting"
56.6,-3.6,"no_encounter"
84.25,-33.35,"no_sperm_whale_sighting"
81.96,-34.08,"no_sperm_whale_sighting"
73.16,-36.75,"no_sperm_whale_sighting"
37.91,-25.08,"no_sperm_whale_sighting"
66.36,6.75,"no_sperm_whale_sighting"
60,-35.56,"no_sperm_whale_sighting"
55,-3.61,"no_sperm_whale_sighting"
58.53,-37.33,"no_sperm_whale_sighting"
53.06,-10.66,"no_sperm_whale_sighting"
56.33,-36.93,"no_encounter"
48.53,-26.46,"no_encounter"
59.78,-34.2,"no_sperm_whale_sighting"
59.78,-36.36,"no_encounter"
35.91,-28.48,"no_sperm_whale_sighting"
53,-23.51,"no_sperm_whale_sighting"
42,-5.96,"no_encounter"
74.93,-38.76,"no_encounter"
63.23,-36.45,"no_encounter"
61.7,-35.46,"no_sperm_whale_sighting"
77.98,-37.75,"no_encounter"
79.45,-34.46,"no_sperm_whale_sighting"
56.66,17.3,"no_sperm_whale_sighting"
45.5,-32.76,"no_encounter"
29.8,-37.44,"no_sperm_whale_sighting"
42.8,-26.53,"no_sperm_whale_sighting"
68,-34.7,"no_sperm_whale_sighting"
27.05,-34.43,"no_sperm_whale_sighting"
55.65,-3.53,"no_encounter"
31.21,-38.6,"no_sperm_whale_sighting"
50.35,-33.53,"no_encounter"
48.66,-9.25,"no_sperm_whale_sighting"
37.03,-38.16,"no_encounter"
27.5,-37,"no_encounter"
46.66,-37,"no_encounter"
40.66,-24.41,"no_encounter"
31,-36.06,"no_sperm_whale_sighting"
42.5,-3,"no_sperm_whale_sighting"
52.45,-8.21,"no_sperm_whale_sighting"
61.58,-35.5,"no_sperm_whale_sighting"
61.5,-34.3,"no_encounter"
40.46,-28.83,"no_encounter"
42,-38.66,"no_encounter"
48.83,-22.91,"no_encounter"
49.03,-34.41,"no_encounter"
48.36,-25.33,"no_sperm_whale_sighting"
64.01,-34.4,"no_encounter"
41.88,-6.5,"no_encounter"
46.16,-26,"no_sperm_whale_sighting"
67.7,-37.71,"no_encounter"
69.66,-33.56,"no_encounter"
53.83,12.83,"no_encounter"
80,-34.2,"no_sperm_whale_sighting"
77.17,-33.22,"no_sperm_whale_sighting"
59.16,-40.08,"no_sperm_whale_sighting"
41.36,-5.68,"no_sperm_whale_sighting"
48.66,-27.33,"no_sperm_whale_sighting"
45.3,-29.53,"no_encounter"
37.95,-30.58,"no_encounter"
70.35,-35.85,"no_encounter"
73.41,-34.83,"no_encounter"
35.21,-22.15,"no_sperm_whale_sighting"
84.01,-36.23,"no_sperm_whale_sighting"
48.5,-24,"no_encounter"
32.83,-38.76,"no_sperm_whale_sighting"
62.1,-36.35,"no_sperm_whale_sighting"
71.5,-24.56,"no_encounter"
42.25,-7,"no_encounter"
33.63,-38.13,"no_sperm_whale_sighting"
67.9,-36.16,"no_encounter"
40.8,-4.96,"no_sperm_whale_sighting"
63.4,-19.7,"no_encounter"
78.21,-30.93,"no_sperm_whale_sighting"
70.08,-39.78,"no_encounter"
41.81,-4.85,"no_encounter"
76,8.25,"no_encounter"
79.9,-37.56,"no_sperm_whale_sighting"
26.75,-38.75,"no_sperm_whale_sighting"
73.48,-3.88,"no_sperm_whale_sighting"
44.66,-12.08,"no_encounter"
71.23,-6.86,"no_encounter"
55.46,-18.31,"no_encounter"
68.66,-33.73,"no_sperm_whale_sighting"
61.35,-36.43,"no_encounter"
51.43,-39.63,"no_encounter"
75.88,-36.23,"no_encounter"
81.25,-33.9,"no_sperm_whale_sighting"
52.16,-14.36,"no_encounter"
36.68,-25.45,"no_encounter"
48.66,-28.58,"no_sperm_whale_sighting"
67.03,-35.16,"no_encounter"
32,-37.43,"no_encounter"
48,-12.31,"no_sperm_whale_sighting"
54.66,-21.4,"no_sperm_whale_sighting"
48.25,-24.7,"no_sperm_whale_sighting"
29.2,-39.88,"no_sperm_whale_sighting"
60.1,-12.36,"no_sperm_whale_sighting"
64.43,-34.93,"no_sperm_whale_sighting"
71.75,-8.4,"no_encounter"
78.68,-37.21,"no_encounter"
51.05,-33.71,"no_sperm_whale_sighting"
54.63,-5.16,"no_sperm_whale_sighting"
53.66,-4.25,"no_sperm_whale_sighting"
68.58,-24.9,"no_sperm_whale_sighting"
37.16,-27.13,"no_encounter"
56.88,-38.3,"no_encounter"
36.68,-25.45,"no_encounter"
45.58,-38.05,"no_encounter"
51.5,2.73,"no_sperm_whale_sighting"
71.35,-37.41,"no_sperm_whale_sighting"
49.03,-25.21,"no_encounter"
48.15,-24.6,"no_sperm_whale_sighting"
78.63,-24.73,"no_sperm_whale_sighting"
54.75,-35.16,"no_sperm_whale_sighting"
53.75,-4.46,"no_encounter"
62.13,-21.75,"no_sperm_whale_sighting"
77.41,-37.91,"no_sperm_whale_sighting"
44.25,-34.41,"no_sperm_whale_sighting"
64.5,-35,"no_sperm_whale_sighting"
80.28,-33.7,"no_encounter"
45,-32.41,"no_encounter"
57.5,-39.45,"no_sperm_whale_sighting"
42.66,-37.31,"no_sperm_whale_sighting"
45.98,-39.85,"no_sperm_whale_sighting"
38,-37.91,"no_sperm_whale_sighting"
42.78,-17.05,"no_encounter"
39.58,-6,"no_encounter"
26.65,-39.11,"no_encounter"
34.45,-39.31,"no_sperm_whale_sighting"
45.5,-25.78,"no_sperm_whale_sighting"
53.66,-38.28,"no_sperm_whale_sighting"
82.38,-36.23,"no_encounter"
42.66,-12.25,"no_sperm_whale_sighting"
26.6,-38.53,"no_encounter"
82,-25.66,"no_encounter"
74,-35.11,"no_sperm_whale_sighting"
51.33,-17.41,"no_sperm_whale_sighting"
45.83,-9.43,"no_encounter"
60.58,-5.35,"no_sperm_whale_sighting"
51.66,-6,"no_encounter"
71,-33.68,"no_sperm_whale_sighting"
59.58,-19.98,"no_sperm_whale_sighting"
47.41,-36,"no_encounter"
48.66,-26.98,"no_encounter"
35.58,-36.6,"no_encounter"
72.9,-35.61,"no_sperm_whale_sighting"
67.75,-34.65,"no_sperm_whale_sighting"
53,-6.83,"no_sperm_whale_sighting"
29.55,-38.98,"no_encounter"
49.83,-21.15,"no_sperm_whale_sighting"
77.76,-37.53,"no_sperm_whale_sighting"
65.3,-39.05,"no_encounter"
32.83,-28.66,"no_sperm_whale_sighting"
36.9,-26.8,"no_sperm_whale_sighting"
41.68,-37.46,"no_sperm_whale_sighting"
46.98,-13.5,"no_sperm_whale_sighting"
59.25,-35.01,"no_sperm_whale_sighting"
72.3,-35.13,"no_sperm_whale_sighting"
29,-37.03,"no_encounter"
72.15,-35.51,"no_encounter"
50.73,-39.26,"no_encounter"
54.33,-29.08,"no_encounter"
58.08,-36.66,"no_sperm_whale_sighting"
30.91,-39.08,"no_sperm_whale_sighting"
35,-38.9,"no_encounter"
82.31,-34.51,"no_sperm_whale_sighting"
42.3,-37.16,"no_encounter"
49.35,-6.35,"no_sperm_whale_sighting"
55.63,-36.15,"no_encounter"
29.1,-38.03,"no_sperm_whale_sighting"
70.86,-34.33,"no_encounter"
62.5,-36.95,"no_encounter"
67.63,-34.66,"no_sperm_whale_sighting"
74.26,-30.66,"no_encounter"
74.61,-37.95,"no_encounter"
76.2,-29.21,"no_encounter"
54.7,-35.46,"no_sperm_whale_sighting"
75.31,-33.48,"no_encounter"
57.91,-35.05,"no_sperm_whale_sighting"
48.83,-26.2,"no_encounter"
72.38,-34.5,"no_sperm_whale_sighting"
79.7,-34.56,"no_encounter"
57.98,-6.33,"no_sperm_whale_sighting"
70.25,-39.73,"no_encounter"
53.68,-34.46,"no_encounter"
60.05,-34.46,"no_sperm_whale_sighting"
33.35,-31.41,"no_sperm_whale_sighting"
56,17.3,"no_encounter"
35.83,-26.4,"no_encounter"
37.05,-23.83,"no_sperm_whale_sighting"
66.85,-31.9,"no_encounter"
77.46,-30.23,"no_encounter"
62.18,-35.66,"no_sperm_whale_sighting"
42.4,-36.6,"no_encounter"
54.87,-21.43,"no_sperm_whale_sighting"
72.33,-22.56,"no_encounter"
48.78,-24.28,"no_sperm_whale_sighting"
50,-37.96,"no_sperm_whale_sighting"
79.53,-35.01,"no_encounter"
51.21,-9.3,"no_encounter"
38.13,-27.83,"no_sperm_whale_sighting"
34.75,-36.28,"no_sperm_whale_sighting"
60.56,-37.36,"no_sperm_whale_sighting"
61.21,-39.66,"no_sperm_whale_sighting"
62,-34.5,"no_sperm_whale_sighting"
49.96,-29.66,"no_sperm_whale_sighting"
68.5,-35.46,"no_sperm_whale_sighting"
58.96,-2.5,"no_encounter"
54.83,-5.4,"no_sperm_whale_sighting"
48.5,-23.41,"no_encounter"
82.9,-39.9,"no_sperm_whale_sighting"
74.63,-39.2,"no_encounter"
34.91,-39,"no_sperm_whale_sighting"
64.1,-37.9,"no_sperm_whale_sighting"
78.33,-39.15,"no_sperm_whale_sighting"
42.8,-12.66,"no_sperm_whale_sighting"
55.66,17.41,"no_sperm_whale_sighting"
36.28,-24.81,"no_encounter"
35.2,-26.66,"no_encounter"
52.1,-14.5,"no_sperm_whale_sighting"
60.75,-5.61,"no_encounter"
49.5,1.38,"no_sperm_whale_sighting"
44.66,-33.15,"no_encounter"
37.85,-38.98,"no_encounter"
32.68,-36.1,"no_encounter"
54.15,-1.41,"no_sperm_whale_sighting"
75.58,7.61,"no_encounter"
35.68,-38.28,"no_sperm_whale_sighting"
36.25,-24.23,"no_sperm_whale_sighting"
41.95,-17.33,"no_sperm_whale_sighting"
28.45,-34.21,"no_sperm_whale_sighting"
39.9,-20.9,"no_sperm_whale_sighting"
30.9,-32.45,"no_encounter"
41.18,-17.51,"no_encounter"
68.55,-34.96,"no_sperm_whale_sighting"
71.53,-39,"no_encounter"
76.25,-33.53,"no_sperm_whale_sighting"
79.8,-25.58,"no_encounter"
41.16,-4.66,"no_encounter"
64.16,-36.86,"no_sperm_whale_sighting"
68.23,-35,"no_sperm_whale_sighting"
35.73,-24,"no_sperm_whale_sighting"
68.33,-24.5,"no_encounter"
61,-35.58,"no_encounter"
56,-36.85,"no_sperm_whale_sighting"
43.66,-4.76,"no_encounter"
44.93,-9.68,"no_encounter"
47.78,-37.6,"no_sperm_whale_sighting"
35.4,-35.91,"no_sperm_whale_sighting"
65.36,-34.18,"no_sperm_whale_sighting"
39.66,-24.95,"no_sperm_whale_sighting"
52.81,-39.01,"no_sperm_whale_sighting"
68.63,-36.6,"no_sperm_whale_sighting"
37.45,-37.8,"no_encounter"
66.98,-34.75,"no_encounter"
54.71,-36.8,"no_encounter"
43.65,-38.63,"no_sperm_whale_sighting"
35.73,-38.2,"no_sperm_whale_sighting"
48.6,-24.5,"no_encounter"
74.31,-30.43,"no_encounter"
57.93,-38.65,"no_sperm_whale_sighting"
47.66,-24.76,"no_encounter"
48.83,-23.51,"no_sperm_whale_sighting"
48.25,-38.18,"no_sperm_whale_sighting"
58.45,16.93,"no_encounter"
29.85,-38.26,"no_encounter"
56.83,-36,"no_sperm_whale_sighting"
45.56,-37.68,"no_sperm_whale_sighting"
48.75,-25.31,"no_sperm_whale_sighting"
34.61,-28.03,"no_encounter"
33.9,-37.41,"no_sperm_whale_sighting"
44.23,-7.16,"no_encounter"
63.85,-35.56,"no_encounter"
35.28,-27.06,"no_encounter"
82.5,-31.51,"no_encounter"
64.06,-36.41,"no_sperm_whale_sighting"
59.81,-22.16,"no_encounter"
29.03,-39.51,"no_sperm_whale_sighting"
84.58,-33.25,"no_sperm_whale_sighting"
52.41,-11.16,"no_sperm_whale_sighting"
82,-35,"no_encounter"
79.4,-37.58,"no_encounter"
70.41,-33.43,"no_sperm_whale_sighting"
67.38,-35.16,"no_encounter"
35.26,-24.06,"no_encounter"
57.16,-36.2,"no_encounter"
44.83,-32,"no_encounter"
58.93,-37.76,"no_encounter"
44.83,-9.11,"no_sperm_whale_sighting"
41.45,-26.01,"no_sperm_whale_sighting"
42,-27.36,"no_encounter"
54.4,-5.98,"no_sperm_whale_sighting"
50.25,-20.4,"no_encounter"
53.96,-9.02,"no_sperm_whale_sighting"
74.28,-27.21,"no_encounter"
43.81,-11.75,"no_encounter"
38.23,-24.48,"no_sperm_whale_sighting"
57.85,-36,"no_encounter"
33.66,-25.7,"no_encounter"
41.05,-3.25,"no_sperm_whale_sighting"
45.83,-25.68,"no_encounter"
55.5,-39.96,"no_sperm_whale_sighting"
43.66,-12.5,"no_encounter"
64.95,-34,"no_encounter"
48.2,-26.2,"no_encounter"
69.38,7.35,"no_sperm_whale_sighting"
51.83,5.2,"no_encounter"
42.48,-6.2,"no_encounter"
32.58,-36,"no_sperm_whale_sighting"
65.03,-33.78,"no_sperm_whale_sighting"
54.66,-4.63,"no_sperm_whale_sighting"
42.15,-37.45,"no_encounter"
53.65,-38.63,"no_encounter"
43.23,-12.3,"no_sperm_whale_sighting"
39.75,-21.45,"no_encounter"
37.15,-23.46,"no_encounter"
35.53,-24.45,"no_encounter"
41,-33.75,"no_sperm_whale_sighting"
55.58,-4,"no_encounter"
77.58,-39.16,"no_encounter"
43.83,-12.08,"no_sperm_whale_sighting"
38.11,-39.86,"no_sperm_whale_sighting"
26.9,-35.6,"no_sperm_whale_sighting"
50.55,-25.06,"no_encounter"
48.91,-31.58,"no_sperm_whale_sighting"
48.1,-12.76,"no_encounter"
44.76,-27.08,"no_sperm_whale_sighting"
37.13,-23.96,"no_encounter"
72.46,-35.31,"no_sperm_whale_sighting"
35.45,-28.3,"no_encounter"
36.35,-37.5,"no_encounter"
61,-35.22,"no_sperm_whale_sighting"
68.33,-34.01,"no_sperm_whale_sighting"
41.3,-7.86,"no_sperm_whale_sighting"
57.05,-20.28,"no_sperm_whale_sighting"
76.63,-33.65,"no_encounter"
43.16,-34.93,"no_sperm_whale_sighting"
68,-35.96,"no_encounter"
72.85,-34.5,"no_sperm_whale_sighting"
50.72,-24.98,"no_encounter"
73.26,8.5,"no_encounter"
49.33,-37.13,"no_sperm_whale_sighting"
49.31,-25.5,"no_sperm_whale_sighting"
54.01,-16.3,"no_sperm_whale_sighting"
64,-35.36,"no_encounter"
67.8,-35.41,"no_sperm_whale_sighting"
37.33,-24.83,"no_sperm_whale_sighting"
40.76,-22.23,"no_encounter"
51.03,-34.08,"no_encounter"
41.06,-7,"no_sperm_whale_sighting"
57.36,-36.03,"no_sperm_whale_sighting"
35.84,-20.3,"no_sperm_whale_sighting"
76.63,-37.11,"no_sperm_whale_sighting"
35.5,-25.75,"no_sperm_whale_sighting"
35.61,-28.08,"no_sperm_whale_sighting"
32.45,-26,"no_sperm_whale_sighting"
36.25,-39.1,"no_sperm_whale_sighting"
54.4,-34.83,"no_encounter"
56.68,-40.01,"no_encounter"
41.66,-17.25,"no_sperm_whale_sighting"
64.06,-38.41,"no_encounter"
71,-33.95,"no_sperm_whale_sighting"
26.83,-36.5,"no_sperm_whale_sighting"
61.06,-39.41,"no_encounter"
46.36,-11.83,"no_sperm_whale_sighting"
49,-24.78,"no_sperm_whale_sighting"
40,-28,"no_sperm_whale_sighting"
42.01,-5.95,"no_sperm_whale_sighting"
49.46,-22.43,"no_sperm_whale_sighting"
46.56,-14.98,"no_encounter"
41.75,-16.71,"no_sperm_whale_sighting"
64.66,-37.28,"no_encounter"
42.38,-22.85,"no_sperm_whale_sighting"
36.18,-26.1,"no_sperm_whale_sighting"
48.53,-12.03,"no_sperm_whale_sighting"
44.93,-13.16,"no_encounter"
42.98,-3.43,"no_encounter"
36.86,-24.35,"no_sperm_whale_sighting"
27.33,-34.33,"no_encounter"
57.05,0.18,"no_sperm_whale_sighting"
68.5,-34.56,"no_encounter"
75.5,-33.73,"no_encounter"
75.26,-33.8,"no_encounter"
39.51,-25.08,"no_encounter"
77.66,-33.83,"no_encounter"
54.05,-38.83,"no_sperm_whale_sighting"
76.15,-33.66,"no_encounter"
38.45,-19.41,"no_encounter"
62,-36.33,"no_sperm_whale_sighting"
45.16,-14,"no_sperm_whale_sighting"
42,-10.05,"no_sperm_whale_sighting"
27.16,-35.33,"no_sperm_whale_sighting"
52.16,3.63,"no_sperm_whale_sighting"
60.4,-36.56,"no_encounter"
64.51,-35.6,"no_sperm_whale_sighting"
27,-37.16,"no_sperm_whale_sighting"
77.2,-33.1,"no_sperm_whale_sighting"
72.11,-34.38,"no_sperm_whale_sighting"
37.03,-34.8,"no_encounter"
74.53,-33.8,"no_sperm_whale_sighting"
76.66,-34.5,"no_sperm_whale_sighting"
51.66,-6,"no_sperm_whale_sighting"
58.48,-27.21,"no_sperm_whale_sighting"
59.06,-35.61,"no_sperm_whale_sighting"
59.66,-34.83,"no_sperm_whale_sighting"
78.5,-36,"no_encounter"
39.35,-5.41,"no_sperm_whale_sighting"
43.18,-24.06,"no_encounter"
38.45,-24.71,"no_encounter"
33.51,-38.08,"no_encounter"
69.5,-34.26,"no_sperm_whale_sighting"
43.46,-12.7,"no_encounter"
40.18,-5.56,"no_encounter"
51.73,-37.48,"no_encounter"
48.54,-25.47,"no_encounter"
46.4,-1.36,"no_sperm_whale_sighting"
50.58,-28.36,"no_encounter"
35.51,-30.2,"no_sperm_whale_sighting"
37.46,-34.83,"no_encounter"
37.73,-37.58,"no_sperm_whale_sighting"
57.46,-37.86,"no_sperm_whale_sighting"
38.33,-24.05,"no_sperm_whale_sighting"
44.65,-4.1,"no_sperm_whale_sighting"
63.58,-20.43,"no_encounter"
71,-37.83,"no_sperm_whale_sighting"
39.7,-17.21,"no_sperm_whale_sighting"
41.76,-38.83,"no_sperm_whale_sighting"
37.96,-35.21,"no_sperm_whale_sighting"
64.61,-34.46,"no_sperm_whale_sighting"
72.66,-25.65,"no_sperm_whale_sighting"
34.16,-27.5,"no_sperm_whale_sighting"
41.25,-16.15,"no_encounter"
41.36,-5.48,"no_sperm_whale_sighting"
53.56,-4.05,"no_encounter"
74.86,-37.3,"no_sperm_whale_sighting"
54.3,-33.28,"no_sperm_whale_sighting"
46.46,-2.45,"no_sperm_whale_sighting"
67.41,-34.76,"no_encounter"
34,-27.13,"no_sperm_whale_sighting"
39.18,-25.43,"no_encounter"
48.2,-24.11,"no_encounter"
42.91,-1.23,"no_sperm_whale_sighting"
56.55,-28.95,"no_encounter"
39.76,-22.53,"no_encounter"
39.1,-25.3,"no_encounter"
49.83,-24.88,"no_encounter"
70.76,-35.33,"no_encounter"
63.03,-14.98,"no_sperm_whale_sighting"
43.65,-13.73,"no_sperm_whale_sighting"
43.28,-15.91,"no_sperm_whale_sighting"
60.83,-38.66,"no_sperm_whale_sighting"
41.76,-7.11,"no_sperm_whale_sighting"
84.16,-23.5,"no_sperm_whale_sighting"
73.81,-24.35,"no_sperm_whale_sighting"
43.75,-0.86,"no_sperm_whale_sighting"
46.51,-25.4,"no_sperm_whale_sighting"
80.85,-37.01,"no_sperm_whale_sighting"
54.88,-35.71,"no_encounter"
43.56,-25.1,"no_sperm_whale_sighting"
49.55,-38.7,"no_encounter"
49.83,-10.76,"no_sperm_whale_sighting"
80.36,-24.4,"no_sperm_whale_sighting"
57.46,-20.26,"no_encounter"
50.01,-9.43,"no_encounter"
78.88,-24.26,"no_sperm_whale_sighting"
32.36,-34.16,"no_encounter"
36.46,-26.41,"no_sperm_whale_sighting"
60.5,-36.13,"no_sperm_whale_sighting"
63.83,-35.26,"no_encounter"
81.71,-30.01,"no_encounter"
31,-31.23,"no_sperm_whale_sighting"
74.91,-37.5,"no_sperm_whale_sighting"
63.01,-34.35,"no_encounter"
29,-39.15,"no_encounter"
43.43,-6.78,"no_sperm_whale_sighting"
81,-34.86,"no_sperm_whale_sighting"
29,-38.4,"no_encounter"
51.2,-38.36,"no_encounter"
72.35,-34.08,"no_sperm_whale_sighting"
48,-29.63,"no_encounter"
36.24,-24.96,"no_sperm_whale_sighting"
28.95,-35.16,"no_encounter"
55.66,-4.23,"no_sperm_whale_sighting"
77.96,-37.86,"no_encounter"
45.41,-14.16,"no_sperm_whale_sighting"
78,-38.23,"no_sperm_whale_sighting"
77.5,6,"no_sperm_whale_sighting"
39.3,-32.2,"no_encounter"
64,-20.96,"no_encounter"
66.35,-37.1,"no_encounter"
46,-13.5,"no_encounter"
49.28,-24.26,"no_encounter"
65.8,-36,"no_sperm_whale_sighting"
61.08,-36,"no_sperm_whale_sighting"
55.5,-4.67,"no_encounter"
79.95,-38.33,"no_sperm_whale_sighting"
43.31,-4.53,"no_sperm_whale_sighting"
42.91,-29.06,"no_sperm_whale_sighting"
75.5,8.83,"no_encounter"
58.31,-39.8,"no_sperm_whale_sighting"
59.51,-8.76,"no_encounter"
79.35,-24.21,"no_sperm_whale_sighting"
68,-35.1,"no_encounter"
59.98,-39.78,"no_sperm_whale_sighting"
47.86,-24.4,"no_encounter"
30.78,-38.08,"no_encounter"
84.25,-39.06,"no_encounter"
32.45,-26,"no_sperm_whale_sighting"
69.88,-38.4,"no_sperm_whale_sighting"
35.83,-25.83,"no_sperm_whale_sighting"
36.66,-26.26,"no_encounter"
44.81,-15.7,"no_encounter"
71,1.08,"no_encounter"
33.26,-39.95,"no_encounter"
74.33,-39.63,"no_encounter"
41,-16.76,"no_sperm_whale_sighting"
71.63,-36.53,"no_sperm_whale_sighting"
40.28,-27.41,"no_encounter"
64.5,-34.43,"no_sperm_whale_sighting"
30.9,-32.45,"no_sperm_whale_sighting"
44.78,-27.66,"no_sperm_whale_sighting"
36,-24.63,"no_encounter"
42.05,-4.6,"no_encounter"
34.48,-35,"no_encounter"
50,-17.12,"no_sperm_whale_sighting"
51.31,-38.16,"no_sperm_whale_sighting"
40.66,-21.91,"no_sperm_whale_sighting"
55.36,-3.26,"no_encounter"
61.24,-31.33,"no_sperm_whale_sighting"
69.76,-40.21,"no_encounter"
59.45,-27,"no_encounter"
42.41,-17.33,"no_sperm_whale_sighting"
33.43,-26.58,"no_sperm_whale_sighting"
33,-37.66,"no_sperm_whale_sighting"
75.4,-1.13,"no_sperm_whale_sighting"
53.21,-38.31,"no_encounter"
57.71,-33.98,"no_sperm_whale_sighting"
38.83,-25.15,"no_encounter"
72.05,-35.21,"no_encounter"
67.06,-33.31,"no_encounter"
83.68,-36.65,"no_sperm_whale_sighting"
43.55,-38.63,"no_encounter"
49.26,-23.35,"no_encounter"
39.38,-30.78,"no_encounter"
50.63,-31.5,"no_encounter"
40.16,-39.33,"no_encounter"
41,-15,"no_sperm_whale_sighting"
36.16,-35,"no_sperm_whale_sighting"
46.05,-38.1,"no_encounter"
64.08,-37.78,"no_sperm_whale_sighting"
26.38,-36,"no_sperm_whale_sighting"
57.1,-29,"no_sperm_whale_sighting"
57.46,-20.26,"no_sperm_whale_sighting"
70.38,-37.78,"no_encounter"
41.7,-4.66,"no_sperm_whale_sighting"
58.5,-36.33,"no_encounter"
61.33,-36.16,"no_encounter"
65.36,-35.78,"no_encounter"
26.53,-39.31,"no_sperm_whale_sighting"
56.8,-34.98,"no_encounter"
55.66,-34.55,"no_sperm_whale_sighting"
53.08,-23.91,"no_encounter"
42.75,-24.78,"no_encounter"
46.21,-0.93,"no_encounter"
73.71,-37.8,"no_sperm_whale_sighting"
55.33,-39.95,"no_encounter"
64,-36.5,"no_sperm_whale_sighting"
84.7,-36.9,"no_encounter"
78.46,-38.78,"no_sperm_whale_sighting"
42.35,-14,"no_encounter"
34.71,-29.01,"no_encounter"
75.08,-33.63,"no_encounter"
71.5,-33.73,"no_sperm_whale_sighting"
69,-34.66,"no_sperm_whale_sighting"
77.51,-38.71,"no_encounter"
48.66,-1.18,"no_sperm_whale_sighting"
44.31,-10.96,"no_encounter"
49.73,-9.73,"no_sperm_whale_sighting"
48.16,-23.73,"no_encounter"
50.18,-26.83,"no_sperm_whale_sighting"
56.6,-35.41,"no_encounter"
44.18,-10.5,"no_encounter"
53,15.66,"no_encounter"
79.66,-32.75,"no_sperm_whale_sighting"
68.85,-32.83,"no_encounter"
47.66,-13.5,"no_encounter"
40.25,-22.11,"no_encounter"
73.96,-34.05,"no_sperm_whale_sighting"
41.69,-13.5,"no_encounter"
48.33,-35.3,"no_sperm_whale_sighting"
61.15,-33.93,"no_sperm_whale_sighting"
57.66,-35.25,"no_encounter"
54.18,-36.63,"no_sperm_whale_sighting"
59.86,-8.25,"no_sperm_whale_sighting"
64.36,-34.3,"no_encounter"
43.31,-23.61,"no_sperm_whale_sighting"
53.76,0.8,"no_encounter"
34.85,-39.06,"no_encounter"
51.96,-23.86,"no_encounter"
48.55,-29.13,"no_encounter"
41.76,-8.56,"no_sperm_whale_sighting"
36,-25.38,"no_encounter"
40.18,-19.66,"no_sperm_whale_sighting"
61.88,-34.5,"no_encounter"
51.91,-0.86,"no_encounter"
41.08,-3.11,"no_encounter"
53.43,-1.65,"no_encounter"
77.12,-28.42,"no_sperm_whale_sighting"
38.4,-21.5,"no_encounter"
34.48,-24.36,"no_encounter"
37.21,-23.83,"no_encounter"
71.73,-33.96,"no_encounter"
31.33,-36.36,"no_encounter"
