"Lon","Lat","origin"
40.33,-24.31,"no_encounter"
37.45,-36.5,"no_sperm_whale_sighting"
72.51,-31.31,"no_encounter"
54.26,-3.9,"no_sperm_whale_sighting"
77.6,7.9,"no_encounter"
76.13,4.36,"no_sperm_whale_sighting"
43.56,-12.43,"no_sperm_whale_sighting"
47.7,-36.98,"no_sperm_whale_sighting"
44.86,-12.11,"no_encounter"
61.68,-22.16,"no_encounter"
75.23,-32.53,"no_sperm_whale_sighting"
47.8,-13.13,"no_sperm_whale_sighting"
52.05,-24.08,"no_encounter"
68.48,-34.61,"no_encounter"
47.4,-35.81,"no_sperm_whale_sighting"
77.88,-36.31,"no_sperm_whale_sighting"
57.76,15.33,"no_encounter"
41,-15,"no_sperm_whale_sighting"
44.73,-35.9,"no_sperm_whale_sighting"
74,-39.23,"no_encounter"
49.51,-34.31,"no_sperm_whale_sighting"
78.81,-37.81,"no_encounter"
63.01,-26.31,"no_encounter"
60.16,-37.03,"no_sperm_whale_sighting"
39.2,-23.53,"no_encounter"
52,-33.98,"no_sperm_whale_sighting"
44.43,-12.22,"no_encounter"
83.56,-35.58,"no_sperm_whale_sighting"
51,-37.43,"no_sperm_whale_sighting"
40.08,-23.38,"no_encounter"
42.05,-32.11,"no_encounter"
29,-33.7,"no_sperm_whale_sighting"
53.5,-4.88,"no_encounter"
66.06,-34,"no_encounter"
43.56,-8.3,"no_encounter"
57.28,-35.96,"no_sperm_whale_sighting"
84.66,-26.33,"no_sperm_whale_sighting"
77.95,-38.78,"no_sperm_whale_sighting"
53.63,-4.56,"no_sperm_whale_sighting"
48.51,-12.18,"no_encounter"
55.65,-3.53,"no_sperm_whale_sighting"
74.55,-39.65,"no_sperm_whale_sighting"
45,-26.4,"no_sperm_whale_sighting"
31.45,-38.85,"no_sperm_whale_sighting"
33.7,-28.05,"no_sperm_whale_sighting"
41.48,-26.25,"no_sperm_whale_sighting"
37.25,-24.53,"no_sperm_whale_sighting"
64,-35.4,"no_encounter"
38.11,-25.7,"no_encounter"
39.31,-25.4,"no_encounter"
43.58,-6.8,"no_encounter"
46.96,-26.51,"no_encounter"
71,-35.61,"no_sperm_whale_sighting"
78.88,-24.26,"no_encounter"
53.73,-33.41,"no_encounter"
52.16,-16.33,"no_encounter"
64.75,-34.5,"no_sperm_whale_sighting"
53.98,13.16,"no_sperm_whale_sighting"
40.83,-22.58,"no_encounter"
48.5,-24.23,"no_encounter"
74.46,7.1,"no_encounter"
42.36,-5.08,"no_sperm_whale_sighting"
78.89,-39.64,"no_sperm_whale_sighting"
61.16,-35.83,"no_encounter"
41.25,-2.4,"no_sperm_whale_sighting"
64.71,-36.2,"no_encounter"
77.95,-37.86,"no_sperm_whale_sighting"
64.81,-33.41,"no_sperm_whale_sighting"
55.05,-23.95,"no_sperm_whale_sighting"
56.05,-20.63,"no_sperm_whale_sighting"
40.08,-11.6,"no_sperm_whale_sighting"
41.66,-2.33,"no_encounter"
48.35,-23.45,"no_encounter"
43.28,-7.25,"no_encounter"
58.73,-35.43,"no_encounter"
67.41,-35.2,"no_sperm_whale_sighting"
80.75,-40,"no_sperm_whale_sighting"
36.58,-30.56,"no_sperm_whale_sighting"
57.11,-3.41,"no_encounter"
39.51,-26.06,"no_sperm_whale_sighting"
47.61,-36.25,"no_encounter"
63.61,-37.1,"no_encounter"
43.76,-25.63,"no_sperm_whale_sighting"
56.93,-35.3,"no_sperm_whale_sighting"
50,-22.85,"no_encounter"
74.61,-38.13,"no_sperm_whale_sighting"
77.21,-37.3,"no_encounter"
70.36,-36.51,"no_encounter"
42.86,-11.53,"no_sperm_whale_sighting"
45.51,-11.73,"no_sperm_whale_sighting"
53.23,-7.21,"no_sperm_whale_sighting"
83.2,-30.28,"no_encounter"
61.7,-34.16,"no_sperm_whale_sighting"
59.21,-33.73,"no_encounter"
33.91,-31.31,"no_encounter"
56.23,-33.63,"no_sperm_whale_sighting"
41.25,-6.83,"no_sperm_whale_sighting"
62.75,-35.58,"no_sperm_whale_sighting"
54,-23.85,"no_sperm_whale_sighting"
74.18,-34,"no_encounter"
38.11,-24.35,"no_encounter"
38.25,-23.2,"no_encounter"
36.16,-25.73,"no_sperm_whale_sighting"
58.03,-35.75,"no_sperm_whale_sighting"
43.03,-16.16,"no_encounter"
45.81,-10.5,"no_sperm_whale_sighting"
77,-19.36,"no_sperm_whale_sighting"
41.9,-16.95,"no_encounter"
59.06,-38.35,"no_sperm_whale_sighting"
47.04,-25.76,"no_encounter"
46.33,-37.28,"no_encounter"
48.76,-23.6,"no_sperm_whale_sighting"
34.3,-35.91,"no_encounter"
42.98,-6.61,"no_encounter"
56,3.73,"no_encounter"
45.26,-9.65,"no_encounter"
57.31,-5.08,"no_encounter"
71.33,-39.78,"no_encounter"
41.73,-25.51,"no_sperm_whale_sighting"
56.35,-39.31,"no_encounter"
62.01,15.65,"no_encounter"
76.51,-37.63,"no_encounter"
59.48,-31.43,"no_sperm_whale_sighting"
43.8,-9.78,"no_sperm_whale_sighting"
80.73,-35.86,"no_sperm_whale_sighting"
41.75,-16.95,"no_sperm_whale_sighting"
61.33,-36.75,"no_encounter"
26.55,-36.13,"no_sperm_whale_sighting"
74.93,-36.3,"no_sperm_whale_sighting"
53.28,15.31,"no_encounter"
64.33,-28.13,"no_sperm_whale_sighting"
43.45,-14.9,"no_encounter"
49.84,-24,"no_encounter"
40.31,-32.18,"no_encounter"
52.66,-39.2,"no_sperm_whale_sighting"
67.75,-36.26,"no_sperm_whale_sighting"
41.46,-25.46,"no_sperm_whale_sighting"
75.16,-36.08,"no_encounter"
60.83,-39.66,"no_encounter"
45.43,-13.38,"no_sperm_whale_sighting"
34.5,-36.43,"no_encounter"
31.33,-33.5,"no_sperm_whale_sighting"
27.91,-35.23,"no_encounter"
50.11,-25.4,"no_encounter"
43.06,-25.56,"no_sperm_whale_sighting"
42.76,-23.76,"no_encounter"
59.7,-34.5,"no_sperm_whale_sighting"
63,3.2,"no_encounter"
48.5,-23.41,"no_encounter"
41.65,-9.96,"no_encounter"
76.35,-39,"no_sperm_whale_sighting"
45.75,-14,"no_encounter"
48.53,-24.65,"no_encounter"
35.73,-24,"no_encounter"
63.45,-36.93,"no_encounter"
52.1,-0.36,"no_sperm_whale_sighting"
78.63,-33.86,"no_sperm_whale_sighting"
41.33,-24.15,"no_sperm_whale_sighting"
30.31,-33.2,"no_encounter"
63.3,-7.46,"no_encounter"
44,-10.66,"no_encounter"
42.31,-25.1,"no_sperm_whale_sighting"
38.18,-25.58,"no_encounter"
45.49,-25.2,"no_encounter"
43.56,-16.08,"no_sperm_whale_sighting"
44.91,-7.86,"no_encounter"
57.03,-35.08,"no_encounter"
57.16,-7.28,"no_encounter"
34.86,-26.66,"no_sperm_whale_sighting"
35.25,-38.46,"no_encounter"
78.98,-39,"no_encounter"
81.96,-39.65,"no_sperm_whale_sighting"
61.38,-29.3,"no_encounter"
60.5,-35.26,"no_sperm_whale_sighting"
43.61,-23.65,"no_sperm_whale_sighting"
55.2,-3.6,"no_encounter"
74.11,-35.5,"no_sperm_whale_sighting"
53.96,-28.7,"no_sperm_whale_sighting"
38.41,-25.36,"no_encounter"
37.03,-39.58,"no_sperm_whale_sighting"
69.51,-33.16,"no_sperm_whale_sighting"
77.66,-36.96,"no_encounter"
46.21,-24.91,"no_sperm_whale_sighting"
65.36,-33.56,"no_sperm_whale_sighting"
74.31,-34.5,"no_encounter"
70,-34.67,"no_sperm_whale_sighting"
69.41,-34.06,"no_encounter"
73.06,-6.98,"no_encounter"
54.23,-15.78,"no_sperm_whale_sighting"
67.56,-33.95,"no_encounter"
29.72,-33.65,"no_sperm_whale_sighting"
56.12,15.8,"no_sperm_whale_sighting"
47.91,-25.5,"no_sperm_whale_sighting"
83.73,-37.63,"no_encounter"
33.28,-37.5,"no_encounter"
80.75,-33.5,"no_sperm_whale_sighting"
61.5,-38.55,"no_encounter"
43,-15.55,"no_encounter"
43.85,-13.6,"no_sperm_whale_sighting"
44.5,-12.75,"no_encounter"
36.2,-40.16,"no_sperm_whale_sighting"
79.31,7.98,"no_encounter"
81.33,-16.63,"no_encounter"
77.83,-33.5,"no_sperm_whale_sighting"
46.31,-2.2,"no_encounter"
36.68,-23.08,"no_encounter"
69.83,-34.75,"no_encounter"
33.88,-39.71,"no_sperm_whale_sighting"
50.18,-39.98,"no_encounter"
51.45,1.16,"no_sperm_whale_sighting"
64,-37.66,"no_encounter"
44.75,-14.66,"no_encounter"
34.36,-32.2,"no_sperm_whale_sighting"
48.9,-23.1,"no_encounter"
50.75,-29.73,"no_sperm_whale_sighting"
33.01,-38.7,"no_sperm_whale_sighting"
42.13,-27.58,"no_encounter"
38.51,-34.11,"no_encounter"
70.46,-39.85,"no_sperm_whale_sighting"
58.35,-37.9,"no_sperm_whale_sighting"
55.86,-35.83,"no_sperm_whale_sighting"
36.65,-36.91,"no_encounter"
28.21,-37.58,"no_sperm_whale_sighting"
40.33,-22.28,"no_encounter"
62.85,-36.23,"no_encounter"
82.25,-38.3,"no_sperm_whale_sighting"
41.6,-8.16,"no_sperm_whale_sighting"
44.31,-35.03,"no_encounter"
34.86,-25.08,"no_sperm_whale_sighting"
40,-26.9,"no_encounter"
80,5.58,"no_encounter"
71.91,-34.08,"no_sperm_whale_sighting"
47.6,-13.61,"no_sperm_whale_sighting"
44,-31.65,"no_encounter"
49.33,-22.5,"no_encounter"
56.93,-35.3,"no_encounter"
31.57,-34.6,"no_sperm_whale_sighting"
45.05,-27.2,"no_sperm_whale_sighting"
60.97,-36.9,"no_sperm_whale_sighting"
39.51,-26.35,"no_sperm_whale_sighting"
74.25,8.8,"no_sperm_whale_sighting"
68.61,-38.1,"no_encounter"
57.5,-39.6,"no_sperm_whale_sighting"
39.63,-31.18,"no_encounter"
65.33,-34.2,"no_encounter"
55.78,-3.36,"no_encounter"
51.23,-25.83,"no_sperm_whale_sighting"
79.56,-37.16,"no_sperm_whale_sighting"
46.56,-3.56,"no_encounter"
82.3,-37,"no_sperm_whale_sighting"
48.06,-27.81,"no_encounter"
83,-37.31,"no_sperm_whale_sighting"
69.35,-23.1,"no_sperm_whale_sighting"
48.31,-25.63,"no_sperm_whale_sighting"
40.25,-17.2,"no_encounter"
73.7,-19.01,"no_encounter"
40.75,-25,"no_encounter"
56.73,-20.86,"no_sperm_whale_sighting"
80,-37.73,"no_sperm_whale_sighting"
32.58,-31.31,"no_encounter"
83.03,-37.76,"no_sperm_whale_sighting"
46.41,-27,"no_sperm_whale_sighting"
77.15,-37.58,"no_encounter"
52.6,-30.16,"no_sperm_whale_sighting"
40.03,-31.86,"no_sperm_whale_sighting"
34.58,-27.26,"no_sperm_whale_sighting"
50.33,-10.75,"no_encounter"
35.95,-25.15,"no_sperm_whale_sighting"
56,17.3,"no_encounter"
54.88,-35.71,"no_sperm_whale_sighting"
26.98,-39.85,"no_sperm_whale_sighting"
62.63,4.3,"no_sperm_whale_sighting"
49.04,-23.41,"no_sperm_whale_sighting"
49.06,-23.13,"no_sperm_whale_sighting"
51.23,-17.6,"no_sperm_whale_sighting"
55.46,-39.4,"no_encounter"
65.83,-6.55,"no_sperm_whale_sighting"
56.49,-4.14,"no_encounter"
42,-4.6,"no_encounter"
58.18,-35.53,"no_sperm_whale_sighting"
42.95,-33.05,"no_sperm_whale_sighting"
56.73,-20.83,"no_sperm_whale_sighting"
26.3,-37.68,"no_encounter"
82,-36.5,"no_sperm_whale_sighting"
43.05,-11.15,"no_sperm_whale_sighting"
56,-36.33,"no_sperm_whale_sighting"
48.66,-39.53,"no_sperm_whale_sighting"
32.65,-32.3,"no_sperm_whale_sighting"
42.43,-5.3,"no_sperm_whale_sighting"
36.98,-20.86,"no_sperm_whale_sighting"
46.8,-8.78,"no_sperm_whale_sighting"
68.61,-33.66,"no_sperm_whale_sighting"
40.16,-6.93,"no_encounter"
35.91,-20.06,"no_encounter"
77.26,-37.33,"no_encounter"
41.16,-27.25,"no_encounter"
57.16,-35,"no_sperm_whale_sighting"
71.06,-34.46,"no_encounter"
43.43,-11.11,"no_sperm_whale_sighting"
40.08,-6.76,"no_sperm_whale_sighting"
49.08,-24.01,"no_sperm_whale_sighting"
56.01,-3.66,"no_encounter"
51.83,2.83,"no_encounter"
56.31,-3.73,"no_encounter"
39.75,-21.45,"no_sperm_whale_sighting"
69.1,-34.2,"no_encounter"
40.23,-18.5,"no_sperm_whale_sighting"
51,-34.65,"no_encounter"
49.31,-9.18,"no_sperm_whale_sighting"
37.37,-22.56,"no_sperm_whale_sighting"
40.81,-4.58,"no_sperm_whale_sighting"
63.15,-37.35,"no_sperm_whale_sighting"
51.16,-34.23,"no_sperm_whale_sighting"
39.5,-18.26,"no_sperm_whale_sighting"
61.15,-33.6,"no_sperm_whale_sighting"
69.83,-35.96,"no_sperm_whale_sighting"
74,-38.88,"no_encounter"
37,-38.06,"no_sperm_whale_sighting"
28,-35.5,"no_encounter"
54.5,-6.33,"no_encounter"
43.86,-5.26,"no_encounter"
59.68,-7.61,"no_encounter"
31.33,-38.56,"no_encounter"
39.76,-22.53,"no_sperm_whale_sighting"
38.19,-33.06,"no_encounter"
60.18,-36.26,"no_sperm_whale_sighting"
77.51,-23.18,"no_encounter"
50,-17.12,"no_sperm_whale_sighting"
59.73,-27.06,"no_encounter"
49.7,-22.76,"no_sperm_whale_sighting"
76.58,-33.73,"no_encounter"
81.85,-39.78,"no_encounter"
42.1,-35.9,"no_encounter"
31,-37.23,"no_sperm_whale_sighting"
50.78,-36.13,"no_sperm_whale_sighting"
35.58,-37.85,"no_encounter"
41.33,-25.16,"no_sperm_whale_sighting"
33.98,-26.45,"no_encounter"
67.5,-20,"no_sperm_whale_sighting"
80.58,-33.9,"no_sperm_whale_sighting"
53.61,-17.83,"no_encounter"
43.93,-9.88,"no_encounter"
33.41,-33.83,"no_sperm_whale_sighting"
66,-35,"no_sperm_whale_sighting"
52.96,-34.63,"no_encounter"
37.66,-24.71,"no_sperm_whale_sighting"
58.75,-35.8,"no_sperm_whale_sighting"
76.06,-35.83,"no_encounter"
39.35,-34.58,"no_sperm_whale_sighting"
42.8,-8.65,"no_encounter"
62.18,-34.18,"no_sperm_whale_sighting"
41.78,-19,"no_sperm_whale_sighting"
54.41,-5.1,"no_sperm_whale_sighting"
52.28,-7.5,"no_encounter"
54.11,16.48,"no_sperm_whale_sighting"
29.81,-36.7,"no_sperm_whale_sighting"
60.48,-36.4,"no_sperm_whale_sighting"
57.2,-33.11,"no_sperm_whale_sighting"
31.56,-38.11,"no_encounter"
40.16,-22.21,"no_encounter"
55,-35.16,"no_encounter"
44.73,-2.46,"no_encounter"
66.61,-37.6,"no_sperm_whale_sighting"
67.3,-37.21,"no_sperm_whale_sighting"
33.3,-26.26,"no_sperm_whale_sighting"
71.23,-6.86,"no_sperm_whale_sighting"
48.36,-24.65,"no_encounter"
53.95,-4.83,"no_sperm_whale_sighting"
44.33,-10.75,"no_encounter"
39.91,-38.75,"no_encounter"
57.8,-36.4,"no_encounter"
54.83,-20.43,"no_encounter"
34.41,-37.26,"no_sperm_whale_sighting"
56.07,16.98,"no_sperm_whale_sighting"
49.83,-17.63,"no_sperm_whale_sighting"
54.16,-5.7,"no_encounter"
56.28,-3.46,"no_encounter"
35.36,-23.85,"no_sperm_whale_sighting"
45.36,-9.1,"no_encounter"
45.98,-9.31,"no_encounter"
61.51,-35,"no_sperm_whale_sighting"
78.33,5.16,"no_encounter"
82.1,-33.35,"no_sperm_whale_sighting"
63.41,-35.16,"no_encounter"
54.6,-4.56,"no_encounter"
74.28,-34.06,"no_sperm_whale_sighting"
69,-33.75,"no_sperm_whale_sighting"
42.88,-40.16,"no_encounter"
39.35,-24.08,"no_sperm_whale_sighting"
45.71,-12.88,"no_encounter"
78.5,5.83,"no_sperm_whale_sighting"
57.5,-32.96,"no_sperm_whale_sighting"
50.03,-26.3,"no_encounter"
67.96,-7.03,"no_encounter"
44.35,-36.88,"no_encounter"
56.55,-33.6,"no_encounter"
42.65,-26.96,"no_sperm_whale_sighting"
28.56,-36.63,"no_encounter"
41.63,-28.5,"no_encounter"
77,-33.93,"no_sperm_whale_sighting"
33.38,-32.13,"no_sperm_whale_sighting"
42.08,-16.93,"no_sperm_whale_sighting"
35.73,-38.2,"no_encounter"
53.25,-12.13,"no_encounter"
37.83,-34.5,"no_encounter"
65.81,-33.65,"no_sperm_whale_sighting"
58.01,-35.76,"no_encounter"
44.43,-12.22,"no_sperm_whale_sighting"
60,-28,"no_sperm_whale_sighting"
49.28,-29.26,"no_encounter"
35.68,-38.36,"no_encounter"
43.51,-38.7,"no_encounter"
45.91,-13.95,"no_encounter"
56.16,17.93,"no_sperm_whale_sighting"
51.61,-31.16,"no_sperm_whale_sighting"
55.7,-4.3,"no_encounter"
57.33,-35.83,"no_encounter"
55.66,-30.91,"no_encounter"
67.7,-38.91,"no_encounter"
27.15,-39.03,"no_encounter"
37.3,-25.78,"no_encounter"
49.68,-21.6,"no_sperm_whale_sighting"
41.5,-14.88,"no_sperm_whale_sighting"
32.61,-36.2,"no_sperm_whale_sighting"
84.38,-39.06,"no_sperm_whale_sighting"
43.86,-26.01,"no_sperm_whale_sighting"
57.98,-35.61,"no_encounter"
63.28,-35.81,"no_encounter"
70.85,-37.63,"no_sperm_whale_sighting"
64.06,-35.25,"no_encounter"
36.63,-21.58,"no_encounter"
43.95,-24.96,"no_sperm_whale_sighting"
38.83,-25.76,"no_encounter"
58.66,-35,"no_encounter"
67.63,-34.86,"no_sperm_whale_sighting"
40.21,-27.46,"no_sperm_whale_sighting"
50.01,-9.43,"no_sperm_whale_sighting"
47.43,-24.71,"no_sperm_whale_sighting"
72.1,-34.1,"no_encounter"
68.1,-36.68,"no_sperm_whale_sighting"
62.16,-33.83,"no_encounter"
78.5,-38.55,"no_encounter"
43.93,-26.03,"no_encounter"
38.36,-26.46,"no_sperm_whale_sighting"
73.5,-16.75,"no_sperm_whale_sighting"
57.83,-35.41,"no_sperm_whale_sighting"
79.46,-36.58,"no_sperm_whale_sighting"
65.83,-34.16,"no_encounter"
47.1,-33.45,"no_encounter"
64.33,-37.16,"no_encounter"
42.83,-7.91,"no_encounter"
69.46,-25.83,"no_sperm_whale_sighting"
54,-1.3,"no_encounter"
36.48,-26.33,"no_sperm_whale_sighting"
31.08,-36.95,"no_sperm_whale_sighting"
77.01,-37.63,"no_sperm_whale_sighting"
29.9,-32,"no_encounter"
32.4,-30.8,"no_encounter"
67.18,-34.51,"no_encounter"
53.08,-23.91,"no_sperm_whale_sighting"
67.81,-33.41,"no_sperm_whale_sighting"
81.66,-33.5,"no_sperm_whale_sighting"
77.4,-38.6,"no_encounter"
39.35,-34.58,"no_encounter"
42.23,-35.56,"no_sperm_whale_sighting"
73,-37.13,"no_encounter"
48.55,-24.41,"no_sperm_whale_sighting"
68.83,-21.86,"no_encounter"
74,-35.5,"no_sperm_whale_sighting"
38.98,-37.18,"no_sperm_whale_sighting"
79.33,-39.16,"no_encounter"
42.28,-25.7,"no_sperm_whale_sighting"
40.99,-22.23,"no_encounter"
60.56,-19.26,"no_encounter"
48.7,-37.1,"no_sperm_whale_sighting"
48.8,-24.65,"no_encounter"
55.66,-4.33,"no_sperm_whale_sighting"
43.66,-13.86,"no_sperm_whale_sighting"
59.61,-9.16,"no_encounter"
58.31,-34.66,"no_encounter"
65.25,-35.55,"no_sperm_whale_sighting"
64.43,-36.26,"no_sperm_whale_sighting"
73.33,-33.53,"no_encounter"
43.67,-24.12,"no_sperm_whale_sighting"
38.35,-22.63,"no_encounter"
57.9,-10.7,"no_sperm_whale_sighting"
79.78,-36.95,"no_sperm_whale_sighting"
44.5,-11.55,"no_sperm_whale_sighting"
65.03,-35.61,"no_encounter"
53.8,-37.83,"no_sperm_whale_sighting"
73.21,-39.85,"no_sperm_whale_sighting"
34.66,-26.36,"no_sperm_whale_sighting"
42.56,-33.21,"no_sperm_whale_sighting"
42.6,-12.41,"no_encounter"
57.76,-35.1,"no_encounter"
40.65,-23.5,"no_encounter"
62.66,-28.13,"no_encounter"
56.16,15.41,"no_encounter"
31.2,-31.96,"no_sperm_whale_sighting"
38.61,-28.23,"no_encounter"
41.88,-15.63,"no_sperm_whale_sighting"
35.66,-38.83,"no_encounter"
27.48,-37.41,"no_sperm_whale_sighting"
41.7,-12.11,"no_sperm_whale_sighting"
41.41,-30.18,"no_encounter"
42.83,-9.86,"no_encounter"
63,-36.4,"no_encounter"
38.16,-30.58,"no_encounter"
83.88,-37.78,"no_encounter"
42.83,-7.31,"no_encounter"
47.95,-25.6,"no_sperm_whale_sighting"
69,-35.66,"no_sperm_whale_sighting"
50.93,-23.66,"no_encounter"
50.21,-28.95,"no_sperm_whale_sighting"
66.5,-7.48,"no_encounter"
55.93,-3.6,"no_encounter"
64.25,-34.83,"no_sperm_whale_sighting"
59.56,-26.9,"no_encounter"
72.95,-37.38,"no_encounter"
75.98,7.18,"no_encounter"
48.25,0.9,"no_encounter"
44.2,-15.38,"no_sperm_whale_sighting"
56.41,-5.2,"no_encounter"
57.25,-26.5,"no_sperm_whale_sighting"
46.36,-11.83,"no_encounter"
56.65,18.05,"no_encounter"
76.81,-16.46,"no_encounter"
44.75,-12.06,"no_sperm_whale_sighting"
70.96,-33.31,"no_sperm_whale_sighting"
71.85,-36.88,"no_encounter"
28.03,-38.65,"no_sperm_whale_sighting"
58.31,-37.33,"no_sperm_whale_sighting"
41,-38.75,"no_encounter"
61.5,-35.5,"no_encounter"
47.13,-2.16,"no_encounter"
45.33,-9.31,"no_sperm_whale_sighting"
44.45,-13.01,"no_sperm_whale_sighting"
56.41,-7.2,"no_encounter"
54.93,-15.43,"no_sperm_whale_sighting"
63.75,-35.85,"no_encounter"
39.65,-29.81,"no_encounter"
42.33,-10.9,"no_sperm_whale_sighting"
55.91,-38,"no_encounter"
63.21,-37.81,"no_sperm_whale_sighting"
43,-1.83,"no_sperm_whale_sighting"
44.5,-38.16,"no_encounter"
73.35,-32.21,"no_sperm_whale_sighting"
59.66,-22.33,"no_sperm_whale_sighting"
70.31,-33.9,"no_encounter"
50,-17.31,"no_sperm_whale_sighting"
41.5,-24.58,"no_encounter"
49.93,0.13,"no_sperm_whale_sighting"
61.33,-35.46,"no_sperm_whale_sighting"
43.34,-23.44,"no_sperm_whale_sighting"
46,-37.1,"no_sperm_whale_sighting"
42,-26.66,"no_sperm_whale_sighting"
41.28,-21.18,"no_encounter"
49.31,-24.76,"no_sperm_whale_sighting"
75.5,-35.73,"no_sperm_whale_sighting"
37,-37.2,"no_encounter"
57.46,-20.26,"no_sperm_whale_sighting"
42.23,-35.56,"no_encounter"
42.75,-25.1,"no_sperm_whale_sighting"
58.5,-34.9,"no_encounter"
55.16,-36,"no_sperm_whale_sighting"
72.1,-38.41,"no_sperm_whale_sighting"
45.76,-9,"no_sperm_whale_sighting"
68.98,-39.98,"no_encounter"
40.03,-34.25,"no_encounter"
29.5,-34.65,"no_sperm_whale_sighting"
44.46,-3.98,"no_encounter"
42.5,-39.21,"no_sperm_whale_sighting"
48.16,-25.2,"no_encounter"
52.16,-3.21,"no_sperm_whale_sighting"
76.63,-37.11,"no_encounter"
70.98,-36.66,"no_sperm_whale_sighting"
47.2,-29.36,"no_encounter"
41.66,-8.65,"no_sperm_whale_sighting"
70.61,-34,"no_sperm_whale_sighting"
62.96,-38.63,"no_sperm_whale_sighting"
33.5,-37.78,"no_encounter"
51.18,-38.23,"no_encounter"
41.48,-5.33,"no_encounter"
68.51,-39.48,"no_sperm_whale_sighting"
39.88,-39.1,"no_sperm_whale_sighting"
65.83,-35.06,"no_sperm_whale_sighting"
48.33,-36.86,"no_sperm_whale_sighting"
29.01,-37,"no_sperm_whale_sighting"
41.5,-24.73,"no_encounter"
34.56,-27.13,"no_encounter"
48.25,-25.91,"no_sperm_whale_sighting"
39.75,-37.33,"no_sperm_whale_sighting"
33.95,-32.01,"no_sperm_whale_sighting"
41.7,-22.33,"no_sperm_whale_sighting"
80.3,-26.7,"no_encounter"
41.15,-5.28,"no_encounter"
79.66,-32.75,"no_encounter"
40.19,-6.78,"no_sperm_whale_sighting"
57.11,-35.1,"no_encounter"
48,-24.7,"no_encounter"
65.9,-35.65,"no_encounter"
57.3,-1.83,"no_sperm_whale_sighting"
41.61,-16.3,"no_encounter"
40.16,-22.25,"no_sperm_whale_sighting"
40.33,-20.31,"no_sperm_whale_sighting"
41.03,-37.43,"no_encounter"
47.85,-26.23,"no_encounter"
43.25,-16,"no_sperm_whale_sighting"
63.58,-20.43,"no_sperm_whale_sighting"
40.5,-25.83,"no_encounter"
77.5,-37.75,"no_sperm_whale_sighting"
40.63,-17.33,"no_encounter"
39.16,-38.83,"no_sperm_whale_sighting"
43.08,-24.75,"no_sperm_whale_sighting"
49.81,-8.83,"no_sperm_whale_sighting"
28.06,-37.6,"no_sperm_whale_sighting"
65.99,8.41,"no_encounter"
40,-28,"no_encounter"
42.5,-11.5,"no_sperm_whale_sighting"
80.68,-33.58,"no_encounter"
27.5,-35.66,"no_sperm_whale_sighting"
63.88,-35.63,"no_encounter"
53.31,-4.4,"no_encounter"
42.28,-7.5,"no_encounter"
40.66,-6.05,"no_encounter"
49.36,-37.23,"no_sperm_whale_sighting"
55.63,-3.34,"no_sperm_whale_sighting"
60.8,-36.1,"no_sperm_whale_sighting"
41.71,-30.9,"no_encounter"
45.15,-28.86,"no_sperm_whale_sighting"
71.73,-34.08,"no_sperm_whale_sighting"
77.64,-38.31,"no_encounter"
63.16,-34.8,"no_sperm_whale_sighting"
32.45,-26,"no_encounter"
80.5,-33.66,"no_sperm_whale_sighting"
49.91,-24.5,"no_encounter"
42,-34.25,"no_encounter"
42.93,-11.41,"no_encounter"
54.17,-38.96,"no_encounter"
39.13,-38.73,"no_sperm_whale_sighting"
68.9,-33.73,"no_encounter"
35.6,-26,"no_encounter"
44,-12.33,"no_sperm_whale_sighting"
68.33,-35.78,"no_sperm_whale_sighting"
34.13,-38.78,"no_encounter"
45.98,-2.13,"no_sperm_whale_sighting"
45.02,-7.65,"no_encounter"
56.93,-36.43,"no_encounter"
54.6,-4.56,"no_sperm_whale_sighting"
28.5,-35.75,"no_encounter"
61.21,-0.05,"no_sperm_whale_sighting"
51.21,-9.3,"no_sperm_whale_sighting"
61.08,-35,"no_encounter"
38.66,-19.18,"no_encounter"
67.06,-33.31,"no_sperm_whale_sighting"
56.55,15.36,"no_sperm_whale_sighting"
44.03,-13.2,"no_sperm_whale_sighting"
40.43,-6.6,"no_sperm_whale_sighting"
75.83,-1.95,"no_encounter"
69.88,-34.06,"no_encounter"
39.5,-37.21,"no_sperm_whale_sighting"
50.63,-17,"no_encounter"
66.2,-36.71,"no_encounter"
49.28,-23.35,"no_encounter"
56.88,-4.61,"no_encounter"
56.45,-24.66,"no_sperm_whale_sighting"
70.75,-34.81,"no_encounter"
61.23,-38,"no_encounter"
57.33,-37.33,"no_encounter"
69.51,-38.33,"no_encounter"
41.35,-24.56,"no_encounter"
41.2,-6.15,"no_sperm_whale_sighting"
51.66,-16.32,"no_encounter"
31.5,-36,"no_encounter"
45,-7,"no_encounter"
40.23,-23.86,"no_sperm_whale_sighting"
54.66,-21.4,"no_encounter"
41,-15,"no_sperm_whale_sighting"
79.13,-33,"no_sperm_whale_sighting"
44.86,-33.5,"no_sperm_whale_sighting"
31.13,-31.26,"no_encounter"
47.66,-25.06,"no_sperm_whale_sighting"
62.78,-25.65,"no_sperm_whale_sighting"
72.4,-36.78,"no_encounter"
67.5,-34.41,"no_sperm_whale_sighting"
40.33,-4.01,"no_encounter"
48.33,-39.03,"no_encounter"
48.93,-23.93,"no_sperm_whale_sighting"
59.03,-8.98,"no_encounter"
68.63,-23.58,"no_sperm_whale_sighting"
